Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Periodo;Total
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;2013;4.095
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2021;1.420
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2020;1.057
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2019;1.351
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2018;1.292
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2017;1.043
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2016;903
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2015;628
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2014;625
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.11 Propiedad intelectual e industrial;2013;525
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2019;3
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.12 De la sustracción de cosa propia a su utilidad social o cultural;2013;1
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2021;52
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2020;47
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2019;53
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2018;81
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2017;96
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2016;77
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.13 Delitos societarios;2015;106
